sampid,type,subgroup_category,benchmark_category,benchmark_source,response_rate,n,phat,p0,v0
Opt-in 2,nonprob,Some college,Served in the military,2021 ACS,0,1539,0.18071393,0.101187212,2.36E-07
Opt-in 3,nonprob,Some college,Served in the military,2021 ACS,0,1645,0.178243368,0.101187212,2.36E-07
Probability 1,prob,Some college,Served in the military,2021 ACS,1.4,1543,0.126405606,0.101187212,2.36E-07
Probability 2,prob,Some college,Served in the military,2021 ACS,3,1363,0.157077508,0.101187212,2.36E-07
Probability 3,prob,Some college,Served in the military,2021 ACS,7,1743,0.113469622,0.101187212,2.36E-07
Opt-in 1,nonprob,All adults,Served in the military,2021 ACS,0,4912,0.197809546,0.080797258,5.04E-08
Opt-in 2,nonprob,All adults,Served in the military,2021 ACS,0,4931,0.189438882,0.080797258,5.04E-08
Opt-in 3,nonprob,All adults,Served in the military,2021 ACS,0,4955,0.167687674,0.080797258,5.04E-08
Probability 1,prob,All adults,Served in the military,2021 ACS,1.4,5027,0.104714687,0.080797258,5.04E-08
Probability 2,prob,All adults,Served in the military,2021 ACS,3,5147,0.128118697,0.080797258,5.04E-08
Probability 3,prob,All adults,Served in the military,2021 ACS,7,4965,0.108546626,0.080797258,5.04E-08
Opt-in 1,nonprob,Black non-Hispanic,Served in the military,2021 ACS,0,656,0.291230621,0.085887202,7.10E-07
Opt-in 2,nonprob,Black non-Hispanic,Served in the military,2021 ACS,0,676,0.224387566,0.085887202,7.10E-07
Opt-in 3,nonprob,Black non-Hispanic,Served in the military,2021 ACS,0,623,0.17946775,0.085887202,7.10E-07
Probability 1,prob,Black non-Hispanic,Served in the military,2021 ACS,1.4,470,0.134253049,0.085887202,7.10E-07
Probability 2,prob,Black non-Hispanic,Served in the military,2021 ACS,3,529,0.154604511,0.085887202,7.10E-07
Probability 3,prob,Black non-Hispanic,Served in the military,2021 ACS,7,422,0.105572448,0.085887202,7.10E-07
Opt-in 1,nonprob,Hispanic,Served in the military,2021 ACS,0,904,0.255878438,0.042315108,1.62E-07
Opt-in 2,nonprob,Hispanic,Served in the military,2021 ACS,0,852,0.268804461,0.042315108,1.62E-07
Opt-in 3,nonprob,Hispanic,Served in the military,2021 ACS,0,884,0.266544091,0.042315108,1.62E-07
Probability 1,prob,Hispanic,Served in the military,2021 ACS,1.4,575,0.065425107,0.042315108,1.62E-07
Probability 2,prob,Hispanic,Served in the military,2021 ACS,3,809,0.087980153,0.042315108,1.62E-07
Probability 3,prob,Hispanic,Served in the military,2021 ACS,7,318,0.088236242,0.042315108,1.62E-07
Opt-in 1,nonprob,White non-Hispanic,Served in the military,2021 ACS,0,3079,0.161651183,0.095351111,9.22E-08
Opt-in 2,nonprob,White non-Hispanic,Served in the military,2021 ACS,0,3245,0.164913015,0.095351111,9.22E-08
Opt-in 3,nonprob,White non-Hispanic,Served in the military,2021 ACS,0,3148,0.139829961,0.095351111,9.22E-08
Probability 1,prob,White non-Hispanic,Served in the military,2021 ACS,1.4,3596,0.114846091,0.095351111,9.22E-08
Probability 2,prob,White non-Hispanic,Served in the military,2021 ACS,3,3362,0.128778809,0.095351111,9.22E-08
Probability 3,prob,White non-Hispanic,Served in the military,2021 ACS,7,3851,0.115475164,0.095351111,9.22E-08
Opt-in 1,nonprob,18-29,Own home,2021 ACS,0,1170,0.540621029,0.513831787,3.53E-06
Opt-in 2,nonprob,18-29,Own home,2021 ACS,0,1031,0.553055346,0.513831787,3.53E-06
Opt-in 3,nonprob,18-29,Own home,2021 ACS,0,693,0.517379682,0.513831787,3.53E-06
Probability 1,prob,18-29,Own home,2021 ACS,1.4,585,0.574193294,0.513831787,3.53E-06
Probability 2,prob,18-29,Own home,2021 ACS,3,655,0.478511037,0.513831787,3.53E-06
Probability 3,prob,18-29,Own home,2021 ACS,7,363,0.441867617,0.513831787,3.53E-06
Opt-in 1,nonprob,30-64,Own home,2021 ACS,0,2637,0.580974639,0.704178695,8.88E-07
Opt-in 2,nonprob,30-64,Own home,2021 ACS,0,2564,0.614089831,0.704178695,8.88E-07
Opt-in 3,nonprob,30-64,Own home,2021 ACS,0,3087,0.698565812,0.704178695,8.88E-07
Probability 1,prob,30-64,Own home,2021 ACS,1.4,3010,0.674665504,0.704178695,8.88E-07
Probability 2,prob,30-64,Own home,2021 ACS,3,3192,0.667939898,0.704178695,8.88E-07
Probability 3,prob,30-64,Own home,2021 ACS,7,3195,0.652875829,0.704178695,8.88E-07
Opt-in 1,nonprob,65+,Own home,2021 ACS,0,1105,0.773721022,0.818165905,5.62E-07
Opt-in 2,nonprob,65+,Own home,2021 ACS,0,1336,0.831794563,0.818165905,5.62E-07
Opt-in 3,nonprob,65+,Own home,2021 ACS,0,1175,0.813655722,0.818165905,5.62E-07
Probability 1,prob,65+,Own home,2021 ACS,1.4,1432,0.805023773,0.818165905,5.62E-07
Probability 2,prob,65+,Own home,2021 ACS,3,1261,0.854265572,0.818165905,5.62E-07
Probability 3,prob,65+,Own home,2021 ACS,7,1400,0.791932091,0.818165905,5.62E-07
Opt-in 1,nonprob,College grad,Own home,2021 ACS,0,1598,0.772557775,0.755825807,6.74E-07
Opt-in 2,nonprob,College grad,Own home,2021 ACS,0,1953,0.794006362,0.755825807,6.74E-07
Opt-in 3,nonprob,College grad,Own home,2021 ACS,0,1799,0.774957883,0.755825807,6.74E-07
Probability 1,prob,College grad,Own home,2021 ACS,1.4,1867,0.759087664,0.755825807,6.74E-07
Probability 2,prob,College grad,Own home,2021 ACS,3,2147,0.756738237,0.755825807,6.74E-07
Probability 3,prob,College grad,Own home,2021 ACS,7,2166,0.734096881,0.755825807,6.74E-07
Opt-in 1,nonprob,HS or less,Own home,2021 ACS,0,1756,0.484797076,0.638488803,1.34E-06
Opt-in 2,nonprob,HS or less,Own home,2021 ACS,0,1439,0.551405445,0.638488803,1.34E-06
Opt-in 3,nonprob,HS or less,Own home,2021 ACS,0,1511,0.630012373,0.638488803,1.34E-06
Probability 1,prob,HS or less,Own home,2021 ACS,1.4,1617,0.589316275,0.638488803,1.34E-06
Probability 2,prob,HS or less,Own home,2021 ACS,3,1628,0.594990878,0.638488803,1.34E-06
Probability 3,prob,HS or less,Own home,2021 ACS,7,1054,0.566455883,0.638488803,1.34E-06
Opt-in 1,nonprob,Some college,Own home,2021 ACS,0,1558,0.609677909,0.68846793,1.53E-06
Opt-in 2,nonprob,Some college,Own home,2021 ACS,0,1539,0.616734226,0.68846793,1.53E-06
Opt-in 3,nonprob,Some college,Own home,2021 ACS,0,1645,0.665785663,0.68846793,1.53E-06
Probability 1,prob,Some college,Own home,2021 ACS,1.4,1543,0.713676828,0.68846793,1.53E-06
Probability 2,prob,Some college,Own home,2021 ACS,3,1363,0.68070861,0.68846793,1.53E-06
Probability 3,prob,Some college,Own home,2021 ACS,7,1743,0.647933749,0.68846793,1.53E-06
Opt-in 1,nonprob,All adults,Own home,2021 ACS,0,4912,0.614669325,0.692103379,8.96E-07
Opt-in 2,nonprob,All adults,Own home,2021 ACS,0,4931,0.648703538,0.692103379,8.96E-07
Opt-in 3,nonprob,All adults,Own home,2021 ACS,0,4955,0.688684684,0.692103379,8.96E-07
Probability 1,prob,All adults,Own home,2021 ACS,1.4,5027,0.6812864,0.692103379,8.96E-07
Probability 2,prob,All adults,Own home,2021 ACS,3,5147,0.672047268,0.692103379,8.96E-07
Probability 3,prob,All adults,Own home,2021 ACS,7,4965,0.64791807,0.692103379,8.96E-07
Opt-in 1,nonprob,Black non-Hispanic,Own home,2021 ACS,0,656,0.459443589,0.510354289,3.63E-06
Opt-in 2,nonprob,Black non-Hispanic,Own home,2021 ACS,0,676,0.472055253,0.510354289,3.63E-06
Opt-in 3,nonprob,Black non-Hispanic,Own home,2021 ACS,0,623,0.427818731,0.510354289,3.63E-06
Probability 1,prob,Black non-Hispanic,Own home,2021 ACS,1.4,470,0.540047788,0.510354289,3.63E-06
Probability 2,prob,Black non-Hispanic,Own home,2021 ACS,3,529,0.478106465,0.510354289,3.63E-06
Probability 3,prob,Black non-Hispanic,Own home,2021 ACS,7,422,0.399109953,0.510354289,3.63E-06
Opt-in 1,nonprob,Hispanic,Own home,2021 ACS,0,904,0.508655097,0.556851397,3.46E-06
Opt-in 2,nonprob,Hispanic,Own home,2021 ACS,0,852,0.547134338,0.556851397,3.46E-06
Opt-in 3,nonprob,Hispanic,Own home,2021 ACS,0,884,0.597830109,0.556851397,3.46E-06
Probability 1,prob,Hispanic,Own home,2021 ACS,1.4,575,0.589033341,0.556851397,3.46E-06
Probability 2,prob,Hispanic,Own home,2021 ACS,3,809,0.528634376,0.556851397,3.46E-06
Probability 3,prob,Hispanic,Own home,2021 ACS,7,318,0.592666138,0.556851397,3.46E-06
Opt-in 1,nonprob,White non-Hispanic,Own home,2021 ACS,0,3079,0.680964698,0.768658918,8.15E-07
Opt-in 2,nonprob,White non-Hispanic,Own home,2021 ACS,0,3245,0.707238945,0.768658918,8.15E-07
Opt-in 3,nonprob,White non-Hispanic,Own home,2021 ACS,0,3148,0.757841515,0.768658918,8.15E-07
Probability 1,prob,White non-Hispanic,Own home,2021 ACS,1.4,3596,0.73644336,0.768658918,8.15E-07
Probability 2,prob,White non-Hispanic,Own home,2021 ACS,3,3362,0.746804876,0.768658918,8.15E-07
Probability 3,prob,White non-Hispanic,Own home,2021 ACS,7,3851,0.716533191,0.768658918,8.15E-07
Opt-in 1,nonprob,18-29,Received food stamps,2021 CPS ASEC,0,1170,0.3799995,0.128677619,1.15E-05
Opt-in 2,nonprob,18-29,Received food stamps,2021 CPS ASEC,0,1031,0.411578227,0.128677619,1.15E-05
Opt-in 3,nonprob,18-29,Received food stamps,2021 CPS ASEC,0,693,0.318760218,0.128677619,1.15E-05
Probability 1,prob,18-29,Received food stamps,2021 CPS ASEC,1.4,585,0.132705201,0.128677619,1.15E-05
Probability 2,prob,18-29,Received food stamps,2021 CPS ASEC,3,655,0.198915875,0.128677619,1.15E-05
Probability 3,prob,18-29,Received food stamps,2021 CPS ASEC,7,363,0.215434696,0.128677619,1.15E-05
Opt-in 1,nonprob,30-64,Received food stamps,2021 CPS ASEC,0,2637,0.334237013,0.117656838,3.48E-06
Opt-in 2,nonprob,30-64,Received food stamps,2021 CPS ASEC,0,2564,0.346074305,0.117656838,3.48E-06
Opt-in 3,nonprob,30-64,Received food stamps,2021 CPS ASEC,0,3087,0.230213443,0.117656838,3.48E-06
Probability 1,prob,30-64,Received food stamps,2021 CPS ASEC,1.4,3010,0.159145685,0.117656838,3.48E-06
Probability 2,prob,30-64,Received food stamps,2021 CPS ASEC,3,3192,0.220955008,0.117656838,3.48E-06
Probability 3,prob,30-64,Received food stamps,2021 CPS ASEC,7,3195,0.197612185,0.117656838,3.48E-06
Opt-in 1,nonprob,65+,Received food stamps,2021 CPS ASEC,0,1105,0.134724355,0.076892352,3.97E-06
Opt-in 2,nonprob,65+,Received food stamps,2021 CPS ASEC,0,1336,0.065834552,0.076892352,3.97E-06
Opt-in 3,nonprob,65+,Received food stamps,2021 CPS ASEC,0,1175,0.090836126,0.076892352,3.97E-06
Probability 1,prob,65+,Received food stamps,2021 CPS ASEC,1.4,1432,0.096666171,0.076892352,3.97E-06
Probability 2,prob,65+,Received food stamps,2021 CPS ASEC,3,1261,0.099080747,0.076892352,3.97E-06
Probability 3,prob,65+,Received food stamps,2021 CPS ASEC,7,1400,0.129434968,0.076892352,3.97E-06
Opt-in 1,nonprob,College grad,Received food stamps,2021 CPS ASEC,0,1598,0.203779698,0.0379846,1.89E-06
Opt-in 2,nonprob,College grad,Received food stamps,2021 CPS ASEC,0,1953,0.230014421,0.0379846,1.89E-06
Opt-in 3,nonprob,College grad,Received food stamps,2021 CPS ASEC,0,1799,0.126955367,0.0379846,1.89E-06
Probability 1,prob,College grad,Received food stamps,2021 CPS ASEC,1.4,1867,0.032774239,0.0379846,1.89E-06
Probability 2,prob,College grad,Received food stamps,2021 CPS ASEC,3,2147,0.064912,0.0379846,1.89E-06
Probability 3,prob,College grad,Received food stamps,2021 CPS ASEC,7,2166,0.052593325,0.0379846,1.89E-06
Opt-in 1,nonprob,HS or less,Received food stamps,2021 CPS ASEC,0,1756,0.366508733,0.179894573,7.96E-06
Opt-in 2,nonprob,HS or less,Received food stamps,2021 CPS ASEC,0,1439,0.34166993,0.179894573,7.96E-06
Opt-in 3,nonprob,HS or less,Received food stamps,2021 CPS ASEC,0,1511,0.279484821,0.179894573,7.96E-06
Probability 1,prob,HS or less,Received food stamps,2021 CPS ASEC,1.4,1617,0.242971506,0.179894573,7.96E-06
Probability 2,prob,HS or less,Received food stamps,2021 CPS ASEC,3,1628,0.303565497,0.179894573,7.96E-06
Probability 3,prob,HS or less,Received food stamps,2021 CPS ASEC,7,1054,0.299140472,0.179894573,7.96E-06
Opt-in 1,nonprob,Some college,Received food stamps,2021 CPS ASEC,0,1558,0.318837393,0.104302073,5.61E-06
Opt-in 2,nonprob,Some college,Received food stamps,2021 CPS ASEC,0,1539,0.317826757,0.104302073,5.61E-06
Opt-in 3,nonprob,Some college,Received food stamps,2021 CPS ASEC,0,1645,0.23925587,0.104302073,5.61E-06
Probability 1,prob,Some college,Received food stamps,2021 CPS ASEC,1.4,1543,0.125873585,0.104302073,5.61E-06
Probability 2,prob,Some college,Received food stamps,2021 CPS ASEC,3,1363,0.181531391,0.104302073,5.61E-06
Probability 3,prob,Some college,Received food stamps,2021 CPS ASEC,7,1743,0.196525397,0.104302073,5.61E-06
Opt-in 1,nonprob,All adults,Received food stamps,2021 CPS ASEC,0,4912,0.3001655,0.110911762,2.44E-06
Opt-in 2,nonprob,All adults,Received food stamps,2021 CPS ASEC,0,4931,0.298799302,0.110911762,2.44E-06
Opt-in 3,nonprob,All adults,Received food stamps,2021 CPS ASEC,0,4955,0.216938492,0.110911762,2.44E-06
Probability 1,prob,All adults,Received food stamps,2021 CPS ASEC,1.4,5027,0.140399229,0.110911762,2.44E-06
Probability 2,prob,All adults,Received food stamps,2021 CPS ASEC,3,5147,0.189816597,0.110911762,2.44E-06
Probability 3,prob,All adults,Received food stamps,2021 CPS ASEC,7,4965,0.185363048,0.110911762,2.44E-06
Opt-in 1,nonprob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,0,656,0.40333805,0.202257147,2.71E-05
Opt-in 2,nonprob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,0,676,0.369426422,0.202257147,2.71E-05
Opt-in 3,nonprob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,0,623,0.334775083,0.202257147,2.71E-05
Probability 1,prob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,1.4,470,0.301713735,0.202257147,2.71E-05
Probability 2,prob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,3,529,0.3767183,0.202257147,2.71E-05
Probability 3,prob,Black non-Hispanic,Received food stamps,2021 CPS ASEC,7,422,0.365952884,0.202257147,2.71E-05
Opt-in 1,nonprob,Hispanic,Received food stamps,2021 CPS ASEC,0,904,0.473699558,0.164595464,1.91E-05
Opt-in 2,nonprob,Hispanic,Received food stamps,2021 CPS ASEC,0,852,0.412031823,0.164595464,1.91E-05
Opt-in 3,nonprob,Hispanic,Received food stamps,2021 CPS ASEC,0,884,0.358302179,0.164595464,1.91E-05
Probability 1,prob,Hispanic,Received food stamps,2021 CPS ASEC,1.4,575,0.187968787,0.164595464,1.91E-05
Probability 2,prob,Hispanic,Received food stamps,2021 CPS ASEC,3,809,0.273755719,0.164595464,1.91E-05
Probability 3,prob,Hispanic,Received food stamps,2021 CPS ASEC,7,318,0.253462454,0.164595464,1.91E-05
Opt-in 1,nonprob,White non-Hispanic,Received food stamps,2021 CPS ASEC,0,3079,0.246104295,0.080902254,2.73E-06
Opt-in 2,nonprob,White non-Hispanic,Received food stamps,2021 CPS ASEC,0,3245,0.265889573,0.080902254,2.73E-06
Opt-in 3,nonprob,White non-Hispanic,Received food stamps,2021 CPS ASEC,0,3148,0.166510394,0.080902254,2.73E-06
Probability 1,prob,White non-Hispanic,Received food stamps,2021 CPS ASEC,1.4,3596,0.099957446,0.080902254,2.73E-06
Probability 2,prob,White non-Hispanic,Received food stamps,2021 CPS ASEC,3,3362,0.136699689,0.080902254,2.73E-06
Probability 3,prob,White non-Hispanic,Received food stamps,2021 CPS ASEC,7,3851,0.140350922,0.080902254,2.73E-06
Opt-in 1,nonprob,18-29,Worked last year,2021 CPS ASEC,0,1170,0.664637291,0.716829956,1.61E-05
Opt-in 2,nonprob,18-29,Worked last year,2021 CPS ASEC,0,1031,0.609712407,0.716829956,1.61E-05
Opt-in 3,nonprob,18-29,Worked last year,2021 CPS ASEC,0,693,0.630800513,0.716829956,1.61E-05
Probability 1,prob,18-29,Worked last year,2021 CPS ASEC,1.4,585,0.691806301,0.716829956,1.61E-05
Probability 2,prob,18-29,Worked last year,2021 CPS ASEC,3,655,0.756918094,0.716829956,1.61E-05
Probability 3,prob,18-29,Worked last year,2021 CPS ASEC,7,363,0.731158482,0.716829956,1.61E-05
Opt-in 1,nonprob,30-64,Worked last year,2021 CPS ASEC,0,2637,0.607525684,0.778092494,3.99E-06
Opt-in 2,nonprob,30-64,Worked last year,2021 CPS ASEC,0,2564,0.609046537,0.778092494,3.99E-06
Opt-in 3,nonprob,30-64,Worked last year,2021 CPS ASEC,0,3087,0.661819236,0.778092494,3.99E-06
Probability 1,prob,30-64,Worked last year,2021 CPS ASEC,1.4,3010,0.708740473,0.778092494,3.99E-06
Probability 2,prob,30-64,Worked last year,2021 CPS ASEC,3,3192,0.751452364,0.778092494,3.99E-06
Probability 3,prob,30-64,Worked last year,2021 CPS ASEC,7,3195,0.735287339,0.778092494,3.99E-06
Opt-in 1,nonprob,65+,Worked last year,2021 CPS ASEC,0,1105,0.175350748,0.216821732,1.17E-05
Opt-in 2,nonprob,65+,Worked last year,2021 CPS ASEC,0,1336,0.185430689,0.216821732,1.17E-05
Opt-in 3,nonprob,65+,Worked last year,2021 CPS ASEC,0,1175,0.225957132,0.216821732,1.17E-05
Probability 1,prob,65+,Worked last year,2021 CPS ASEC,1.4,1432,0.226801493,0.216821732,1.17E-05
Probability 2,prob,65+,Worked last year,2021 CPS ASEC,3,1261,0.27899521,0.216821732,1.17E-05
Probability 3,prob,65+,Worked last year,2021 CPS ASEC,7,1400,0.268961404,0.216821732,1.17E-05
Opt-in 1,nonprob,College grad,Worked last year,2021 CPS ASEC,0,1598,0.631851035,0.74166005,6.65E-06
Opt-in 2,nonprob,College grad,Worked last year,2021 CPS ASEC,0,1953,0.634774931,0.74166005,6.65E-06
Opt-in 3,nonprob,College grad,Worked last year,2021 CPS ASEC,0,1799,0.704534737,0.74166005,6.65E-06
Probability 1,prob,College grad,Worked last year,2021 CPS ASEC,1.4,1867,0.724424388,0.74166005,6.65E-06
Probability 2,prob,College grad,Worked last year,2021 CPS ASEC,3,2147,0.758154547,0.74166005,6.65E-06
Probability 3,prob,College grad,Worked last year,2021 CPS ASEC,7,2166,0.763381007,0.74166005,6.65E-06
Opt-in 1,nonprob,HS or less,Worked last year,2021 CPS ASEC,0,1756,0.438381701,0.546098409,1.03E-05
Opt-in 2,nonprob,HS or less,Worked last year,2021 CPS ASEC,0,1439,0.391016715,0.546098409,1.03E-05
Opt-in 3,nonprob,HS or less,Worked last year,2021 CPS ASEC,0,1511,0.431786779,0.546098409,1.03E-05
Probability 1,prob,HS or less,Worked last year,2021 CPS ASEC,1.4,1617,0.473649715,0.546098409,1.03E-05
Probability 2,prob,HS or less,Worked last year,2021 CPS ASEC,3,1628,0.547481114,0.546098409,1.03E-05
Probability 3,prob,HS or less,Worked last year,2021 CPS ASEC,7,1054,0.486998239,0.546098409,1.03E-05
Opt-in 1,nonprob,Some college,Worked last year,2021 CPS ASEC,0,1558,0.52085672,0.653331548,9.19E-06
Opt-in 2,nonprob,Some college,Worked last year,2021 CPS ASEC,0,1539,0.54898634,0.653331548,9.19E-06
Opt-in 3,nonprob,Some college,Worked last year,2021 CPS ASEC,0,1645,0.559274414,0.653331548,9.19E-06
Probability 1,prob,Some college,Worked last year,2021 CPS ASEC,1.4,1543,0.636717325,0.653331548,9.19E-06
Probability 2,prob,Some college,Worked last year,2021 CPS ASEC,3,1363,0.672163147,0.653331548,9.19E-06
Probability 3,prob,Some college,Worked last year,2021 CPS ASEC,7,1743,0.653999968,0.653331548,9.19E-06
Opt-in 1,nonprob,All adults,Worked last year,2021 CPS ASEC,0,4912,0.525238694,0.64199396,2.96E-06
Opt-in 2,nonprob,All adults,Worked last year,2021 CPS ASEC,0,4931,0.517115589,0.64199396,2.96E-06
Opt-in 3,nonprob,All adults,Worked last year,2021 CPS ASEC,0,4955,0.560917911,0.64199396,2.96E-06
Probability 1,prob,All adults,Worked last year,2021 CPS ASEC,1.4,5027,0.603181359,0.64199396,2.96E-06
Probability 2,prob,All adults,Worked last year,2021 CPS ASEC,3,5147,0.652200636,0.64199396,2.96E-06
Probability 3,prob,All adults,Worked last year,2021 CPS ASEC,7,4965,0.631237062,0.64199396,2.96E-06
Opt-in 1,nonprob,Black non-Hispanic,Worked last year,2021 CPS ASEC,0,656,0.659888265,0.62205817,2.04E-05
Opt-in 2,nonprob,Black non-Hispanic,Worked last year,2021 CPS ASEC,0,676,0.49132226,0.62205817,2.04E-05
Opt-in 3,nonprob,Black non-Hispanic,Worked last year,2021 CPS ASEC,0,623,0.615122757,0.62205817,2.04E-05
Probability 1,prob,Black non-Hispanic,Worked last year,2021 CPS ASEC,1.4,470,0.570751012,0.62205817,2.04E-05
Probability 2,prob,Black non-Hispanic,Worked last year,2021 CPS ASEC,3,529,0.638874748,0.62205817,2.04E-05
Probability 3,prob,Black non-Hispanic,Worked last year,2021 CPS ASEC,7,422,0.586347148,0.62205817,2.04E-05
Opt-in 1,nonprob,Hispanic,Worked last year,2021 CPS ASEC,0,904,0.608081228,0.672600184,1.31E-05
Opt-in 2,nonprob,Hispanic,Worked last year,2021 CPS ASEC,0,852,0.547207798,0.672600184,1.31E-05
Opt-in 3,nonprob,Hispanic,Worked last year,2021 CPS ASEC,0,884,0.594794526,0.672600184,1.31E-05
Probability 1,prob,Hispanic,Worked last year,2021 CPS ASEC,1.4,575,0.596509771,0.672600184,1.31E-05
Probability 2,prob,Hispanic,Worked last year,2021 CPS ASEC,3,809,0.657127023,0.672600184,1.31E-05
Probability 3,prob,Hispanic,Worked last year,2021 CPS ASEC,7,318,0.73119432,0.672600184,1.31E-05
Opt-in 1,nonprob,White non-Hispanic,Worked last year,2021 CPS ASEC,0,3079,0.478369854,0.636153924,4.88E-06
Opt-in 2,nonprob,White non-Hispanic,Worked last year,2021 CPS ASEC,0,3245,0.507434092,0.636153924,4.88E-06
Opt-in 3,nonprob,White non-Hispanic,Worked last year,2021 CPS ASEC,0,3148,0.534633037,0.636153924,4.88E-06
Probability 1,prob,White non-Hispanic,Worked last year,2021 CPS ASEC,1.4,3596,0.609687125,0.636153924,4.88E-06
Probability 2,prob,White non-Hispanic,Worked last year,2021 CPS ASEC,3,3362,0.648683534,0.636153924,4.88E-06
Probability 3,prob,White non-Hispanic,Worked last year,2021 CPS ASEC,7,3851,0.616731004,0.636153924,4.88E-06
Opt-in 1,nonprob,18-29,Married,2021 CPS ASEC,0,1170,0.159664155,0.160848723,9.51E-07
Opt-in 2,nonprob,18-29,Married,2021 CPS ASEC,0,1031,0.20521003,0.160848723,9.51E-07
Opt-in 3,nonprob,18-29,Married,2021 CPS ASEC,0,693,0.118093882,0.160848723,9.51E-07
Probability 1,prob,18-29,Married,2021 CPS ASEC,1.4,585,0.192903603,0.160848723,9.51E-07
Probability 2,prob,18-29,Married,2021 CPS ASEC,3,655,0.191435051,0.160848723,9.51E-07
Probability 3,prob,18-29,Married,2021 CPS ASEC,7,363,0.165719908,0.160848723,9.51E-07
Opt-in 1,nonprob,30-64,Married,2021 CPS ASEC,0,2637,0.447986266,0.623748001,3.66E-07
Opt-in 2,nonprob,30-64,Married,2021 CPS ASEC,0,2564,0.492212394,0.623748001,3.66E-07
Opt-in 3,nonprob,30-64,Married,2021 CPS ASEC,0,3087,0.520911768,0.623748001,3.66E-07
Probability 1,prob,30-64,Married,2021 CPS ASEC,1.4,3010,0.625955932,0.623748001,3.66E-07
Probability 2,prob,30-64,Married,2021 CPS ASEC,3,3192,0.592783411,0.623748001,3.66E-07
Probability 3,prob,30-64,Married,2021 CPS ASEC,7,3195,0.59172251,0.623748001,3.66E-07
Opt-in 1,nonprob,65+,Married,2021 CPS ASEC,0,1105,0.544142091,0.568160558,7.45E-07
Opt-in 2,nonprob,65+,Married,2021 CPS ASEC,0,1336,0.612622168,0.568160558,7.45E-07
Opt-in 3,nonprob,65+,Married,2021 CPS ASEC,0,1175,0.514745015,0.568160558,7.45E-07
Probability 1,prob,65+,Married,2021 CPS ASEC,1.4,1432,0.635573059,0.568160558,7.45E-07
Probability 2,prob,65+,Married,2021 CPS ASEC,3,1261,0.645152571,0.568160558,7.45E-07
Probability 3,prob,65+,Married,2021 CPS ASEC,7,1400,0.542961374,0.568160558,7.45E-07
Opt-in 1,nonprob,College grad,Married,2021 CPS ASEC,0,1598,0.533700086,0.628743428,4.75E-07
Opt-in 2,nonprob,College grad,Married,2021 CPS ASEC,0,1953,0.591619396,0.628743428,4.75E-07
Opt-in 3,nonprob,College grad,Married,2021 CPS ASEC,0,1799,0.571177118,0.628743428,4.75E-07
Probability 1,prob,College grad,Married,2021 CPS ASEC,1.4,1867,0.65955531,0.628743428,4.75E-07
Probability 2,prob,College grad,Married,2021 CPS ASEC,3,2147,0.631562737,0.628743428,4.75E-07
Probability 3,prob,College grad,Married,2021 CPS ASEC,7,2166,0.608862219,0.628743428,4.75E-07
Opt-in 1,nonprob,HS or less,Married,2021 CPS ASEC,0,1756,0.344175724,0.453405755,6.61E-07
Opt-in 2,nonprob,HS or less,Married,2021 CPS ASEC,0,1439,0.37266328,0.453405755,6.61E-07
Opt-in 3,nonprob,HS or less,Married,2021 CPS ASEC,0,1511,0.353119807,0.453405755,6.61E-07
Probability 1,prob,HS or less,Married,2021 CPS ASEC,1.4,1617,0.461853247,0.453405755,6.61E-07
Probability 2,prob,HS or less,Married,2021 CPS ASEC,3,1628,0.468663785,0.453405755,6.61E-07
Probability 3,prob,HS or less,Married,2021 CPS ASEC,7,1054,0.442707221,0.453405755,6.61E-07
Opt-in 1,nonprob,Some college,Married,2021 CPS ASEC,0,1558,0.364809172,0.469281887,7.51E-07
Opt-in 2,nonprob,Some college,Married,2021 CPS ASEC,0,1539,0.425669877,0.469281887,7.51E-07
Opt-in 3,nonprob,Some college,Married,2021 CPS ASEC,0,1645,0.408518902,0.469281887,7.51E-07
Probability 1,prob,Some college,Married,2021 CPS ASEC,1.4,1543,0.504285693,0.469281887,7.51E-07
Probability 2,prob,Some college,Married,2021 CPS ASEC,3,1363,0.489074695,0.469281887,7.51E-07
Probability 3,prob,Some college,Married,2021 CPS ASEC,7,1743,0.476000306,0.469281887,7.51E-07
Opt-in 1,nonprob,All adults,Married,2021 CPS ASEC,0,4912,0.410650054,0.517556954,2.51E-07
Opt-in 2,nonprob,All adults,Married,2021 CPS ASEC,0,4931,0.458650694,0.517556954,2.51E-07
Opt-in 3,nonprob,All adults,Married,2021 CPS ASEC,0,4955,0.441879103,0.517556954,2.51E-07
Probability 1,prob,All adults,Married,2021 CPS ASEC,1.4,5027,0.537585009,0.517556954,2.51E-07
Probability 2,prob,All adults,Married,2021 CPS ASEC,3,5147,0.527322642,0.517556954,2.51E-07
Probability 3,prob,All adults,Married,2021 CPS ASEC,7,4965,0.508484193,0.517556954,2.51E-07
Opt-in 1,nonprob,Black non-Hispanic,Married,2021 CPS ASEC,0,656,0.214252331,0.322219886,1.94E-06
